Albania,Argentina,Bahrain,Bangladesh,Benin,Botswana,Brazil,Bulgaria,Burundi,Cameroon,Canada,Chile,China,Colombia,Costa_Rica,Denmark,Dominican_Republic,Ecuador,El_Salvador,Finland,France,Gabon,Ghana,Greece,Guatemala,Guinea,Honduras,India,Israel,Italy,Jamaica,Jordan,Kenya,Kuwait,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Nepal,Netherlands,Niger,Nigeria,Norway,Oman,Pakistan,Panama,Peru,Philippines,Portugal,Saudi_Arabia,Senegal,Sierra_Leone,Singapore,South_Africa,Spain,Sri_Lanka,Sudan,Sweden,Switzerland,Thailand,Togo,Turkey,Uganda,United_Kingdom,United_States,Uruguay
-0.6078211,0.15807457,0.53609943,0.03382154,0.079504706,-0.59408945,0.27766624,-0.12159489,0.2794162,-0.14915761,0.018836692,0.032961152,0.16973944,0.3285296,0.5122732,-0.37167445,-0.5782386,0.07463546,-0.051051572,0.333059,0.47694054,0.5623798,-0.579359,0.46380275,0.06341317,0.28365532,0.034905385,0.55054456,-0.44310278,0.6716855,0.262689,-0.44095615,0.20843682,0.049619593,-0.36527595,-0.16808774,-0.61686796,0.0967838,1.0820298,0.13385685,-0.5108938,-0.9442366,-0.06619,-0.04693368,-0.40206712,-0.34789306,0.04652046,-0.45461726,0.7677952,-0.26951724,-0.21494535,0.13201272,-0.13413443,-0.47806787,0.150674,0.06327177,0.19863275,0.027851623,0.2026609,0.070576176,-0.2676828,0.2204204,0.29276657,0.20702955,-0.101758055,0.17419884,-0.3814721,-0.28129935,-0.35665175,-0.09484939,-0.06385024
-0.46415058,0.05694373,0.038443435,0.06425437,-0.0122951465,0.47628203,-0.609038,0.36625642,-0.29112557,0.13649493,0.4486132,0.10285171,-0.52550757,-0.58854705,-0.5595683,0.080069594,0.51806784,-0.8342827,0.051375587,-0.28683937,-0.5636654,0.17470102,0.10742272,0.15157668,-0.5672152,-0.5351928,0.32065627,-0.05098069,0.120394774,-0.2757213,0.44335645,-0.17327246,0.18159488,-0.3187947,0.044421818,0.45579237,0.4413477,0.30706835,-1.2786359,0.105872676,0.070917696,-0.53941506,-0.45653805,0.46424755,-0.15421975,-0.4204568,0.48856393,-0.13147101,0.72706276,0.052744407,-0.23278122,0.12930621,-0.399019,0.19936863,0.12780477,-0.30489564,-0.9056694,0.14382817,0.015993252,0.10072085,-0.28023952,0.16251402,0.058893364,0.19780998,0.10534475,0.46941298,0.13391355,0.30856535,0.33672476,-0.23110063,0.44846275
-0.6122137,-0.26094827,0.030742913,-0.050077014,-0.4775712,-0.4539943,-0.07967221,0.07481592,-0.21763948,-0.09474137,0.1923562,0.0944564,-0.39584905,-0.5882814,0.6158126,0.15162668,0.35795492,-0.25222033,-0.05123206,-0.34642792,-0.11988536,0.10005482,-0.43901408,-0.10653062,-0.38058794,0.3617023,0.26589844,-0.5700737,0.73461825,0.34460786,0.40730718,-0.52342427,0.20291816,-0.43005165,0.16928291,-0.06863815,-0.07011885,0.5256683,1.7829285,-0.06734239,-0.16279031,0.84076273,-0.22118732,-0.42355275,-0.17856994,0.11939339,-0.07734414,0.45689458,-0.7448364,0.2550185,0.05499674,-0.44981065,-0.35726574,-0.049985662,-0.59889805,-0.47584093,-0.1408796,-0.24190922,0.20589368,-0.055292398,0.2423424,0.037252247,0.21266197,0.26939896,0.0461811,-0.24472807,-0.4746267,-0.5373493,-0.5299662,-0.5310048,-0.29609266
-0.105525464,0.30884925,-0.030382087,0.14695066,-0.44581065,0.078661665,-0.27288765,0.055990558,0.6556747,-0.61370283,-0.175492,0.12035611,0.16317956,0.39174134,0.17052096,0.09602182,-0.025475956,0.1855544,-0.3245463,-0.11024783,0.18570808,-1.0161227,0.36304814,-0.37422797,0.07110805,-0.21643963,0.069271274,-0.1486223,-0.8169662,-0.68712306,0.07116888,0.2133688,-0.06402739,-0.6550276,-0.02534554,-0.14603867,0.72060585,-0.29443645,0.09725584,-0.5054883,-0.1493379,0.07318568,0.16381337,-0.049673095,-0.5031638,-0.10896538,-0.20489076,-0.2715316,1.1904888,-0.034020316,0.21484545,0.022249423,-0.041502073,0.120188184,-0.078667834,0.41300997,-0.034471054,-0.11614305,-0.46704552,-0.44552517,-0.2670426,-0.05073207,-0.14447917,0.1999862,-0.106856845,0.17203021,0.1533004,0.047985416,0.37184882,-0.8321251,0.39836562
-0.104866855,-0.3285247,-0.6789117,0.0926796,-0.1574226,0.61990345,0.28867483,0.061866768,0.54287034,-0.26337907,-0.031915806,0.05746273,-0.3047749,-0.031252675,0.050491236,0.18410894,-0.4436911,-0.2274889,0.5835009,0.14707215,-0.24512069,0.8709891,-0.05519387,-0.51640546,1.0467563,-0.44359753,-0.16018358,-0.040590104,0.42524993,-0.45779917,-0.053205114,-0.18988101,0.09566413,0.69606006,0.4592899,-0.120604135,-0.28235567,0.30635878,-1.186529,-0.07468129,-0.42984843,0.56051475,-0.049391113,-0.5777269,-0.11600148,-0.071950674,0.5410344,-0.33585733,-0.6282168,-0.022557545,0.15316351,-0.4613234,-0.40134078,0.11857873,-0.05280897,-0.39887413,0.52479917,0.024612853,0.18386614,-0.09872905,0.08427675,0.16788973,0.091138266,0.2454087,0.5847007,-0.18550847,-0.26019967,0.28082186,0.39131564,0.25449866,0.85614634
-0.13304746,0.51846474,-0.5295461,-0.07079036,-0.32237032,0.28596973,-0.06437639,-0.16906714,-0.66068864,0.5038411,-0.03793295,-0.32159972,-0.16554157,0.26485634,-0.46413788,-0.8522053,-0.58526677,-0.12208615,-0.02440358,0.15634993,-0.12919478,1.110985,0.5015368,-0.3150603,-0.24131443,0.46087635,-0.5244804,0.49062732,-0.09765626,-0.121833354,0.26243383,0.70665354,-0.16609895,0.61053836,0.456533,0.15699044,0.56404763,0.03398916,5.4813156,0.076926984,0.44559273,0.49416888,0.34439376,0.12539288,0.29010162,-0.12204323,-0.123847395,-0.12985666,0.4795769,0.28081754,-0.21909072,-0.5278232,0.12648113,-0.03398929,-0.81232435,0.27124256,0.2987411,0.20274161,-0.022988975,0.1483741,-0.2215555,-0.22607495,0.31817734,-0.33581808,-0.36616883,0.38614333,-0.19910134,-0.063999176,-0.2003634,0.57704693,0.3931799
0.11929684,0.43029767,0.04516912,0.18406036,0.6350214,0.17264208,-0.3485434,0.7403196,-0.13336425,-0.28631824,0.51188725,-0.10937397,-0.4776331,-0.30400357,-0.4323944,0.47278708,0.43079835,0.7585256,0.69354117,-0.07492605,-0.19403343,0.26893726,-0.06532605,-0.17017405,0.06139054,0.15035675,0.265814,-0.2405328,0.25114352,0.5099703,0.040050514,0.20164998,0.2544718,0.45178434,-0.11235815,0.4225226,0.03353912,0.27344143,-5.2323265,0.1277629,-0.1653481,0.14156453,-0.21243757,-0.116308525,0.14122908,0.049636256,-0.29427293,-0.034963243,-0.17069319,0.12629801,0.6451239,-0.05027437,0.13080508,-0.21835123,-0.36010405,0.29149163,0.06477834,0.0904401,0.5021682,-0.38874424,-0.662216,0.17888206,0.372093,0.50107706,0.06062976,-0.45350635,-0.35553992,0.07817939,-0.33551806,-0.05788155,-0.05508735
0.25498506,0.40943107,-0.0493667,-0.13535257,0.24580722,0.4197344,-0.068951175,0.11320017,0.12912352,0.2476021,0.025720371,-0.39835316,0.16352679,-0.57793206,0.20037168,-0.05334135,-0.53776425,-0.41927066,0.25108618,-0.8082962,0.12040802,0.528255,0.15909958,-0.24971397,-0.079683505,-0.074422926,0.14445987,0.15926959,0.33196926,-0.33393952,-0.04904713,-0.2005527,0.055053916,0.18428196,-0.34978226,-0.52826184,-0.5998071,0.02919905,-2.3548949,-0.5304403,-0.49770516,-0.9506656,-0.047441375,-0.12009982,0.44708186,-0.546486,-0.17927752,-0.16962323,-0.7435387,-0.19900203,-0.46973202,-0.78574646,0.3848795,0.16715504,0.19504508,0.53417844,-0.10283541,0.32003185,-0.31059402,0.26919705,-0.26294523,-0.6583344,0.18440813,-0.07105203,-0.075611725,0.27475372,0.277295,-0.07327955,0.09020359,-0.6577495,-0.22914271
-0.32224324,-0.4832283,-0.047672715,-0.39162046,0.63376486,-0.7307296,-0.06973273,0.77841276,-0.28676382,-0.14473663,0.4480802,-0.088754326,-0.11418272,0.23538156,0.6350026,0.5085097,0.575562,-0.19869168,-0.2902215,-0.19908056,0.08592708,0.5726394,0.33779785,0.26222965,0.057361122,-0.11317676,0.019688733,-0.36491612,-0.13223973,-0.08076134,0.066503,0.77240145,0.07911775,0.5532467,-0.010923947,-0.35238564,-0.571307,0.45784697,4.045908,-0.4239382,-0.08038798,-0.20366012,-0.21891625,0.26792687,0.0103992475,0.06245115,-0.38391608,-0.33429706,-0.5218796,0.13618718,-0.23310007,0.42802477,-0.38537675,0.38489607,-0.14865412,0.29934052,-0.82166886,-0.28146163,0.20135108,-0.3424458,0.2175984,-0.045249306,-0.5667879,0.5463715,-0.0050787847,0.022979075,-0.55243826,0.48316473,0.31527716,-0.28866547,-0.07869983
-0.508925,-0.44985896,-0.2596363,0.11503846,-0.019932179,0.7532589,0.27045384,0.33320826,-0.22864568,-0.22195339,-0.046943408,-0.59461457,0.22939694,0.30185625,0.17157915,-0.18317449,-0.037462357,-0.22328429,0.053546555,0.05651615,-0.6821667,-0.09781323,0.071538106,-0.054324783,0.4300631,-0.111355044,-1.1641128,-0.36043772,0.10394417,0.36850294,0.2355264,-0.19630422,0.06536308,0.19533587,-0.4671738,-0.039298255,0.65028065,-0.033723377,-1.410272,0.11384681,-0.16272846,0.26677185,0.062419895,-0.33519518,0.23692389,0.111116424,-0.046776265,-0.033479057,0.15611605,-0.054124217,0.76311296,-0.45441452,-0.45598468,-0.12861878,-0.3975048,0.3043518,0.3937416,0.03108153,-0.15338385,0.17785767,0.29308665,-0.59350467,0.08751311,0.11701831,-0.18092866,0.435646,0.2654538,0.05789895,0.1320459,-0.05798632,0.07036308
