Albania,Argentina,Bahrain,Bangladesh,Benin,Botswana,Brazil,Bulgaria,Burundi,Cameroon,Canada,Chile,China,Colombia,Costa_Rica,Denmark,Dominican_Republic,Ecuador,El_Salvador,Finland,France,Gabon,Ghana,Greece,Guatemala,Guinea,Honduras,India,Israel,Italy,Jamaica,Jordan,Kenya,Kuwait,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Mongolia,Morocco,Nepal,Netherlands,Niger,Nigeria,Norway,Oman,Pakistan,Panama,Peru,Philippines,Portugal,Saudi_Arabia,Senegal,Sierra_Leone,Singapore,South_Africa,Spain,Sri_Lanka,Sudan,Sweden,Switzerland,Thailand,Togo,Turkey,Uganda,United_Kingdom,United_States,Uruguay
0.49934343,-0.6446595,0.03760828,0.11599565,-0.12801485,-0.2803121,-0.0691841,0.66585153,0.0752967,0.18261136,0.39145178,-0.40707308,0.39217195,0.4360413,0.3059243,0.0015748134,0.030175073,0.03790281,0.14188664,0.35008463,0.25156108,0.12438097,-0.42501473,0.04027396,-0.27659246,0.012060683,-0.55057055,-0.065302975,0.021673158,-0.3026816,-0.18306287,0.4951582,0.18240312,0.21990104,-0.32981884,-0.04991567,0.4925964,-0.102935925,-0.21480715,0.32154685,-0.28333184,-0.01593737,-0.25881332,-0.1127461,0.036562417,0.18524766,0.27375713,0.30945793,-0.475567,0.05665048,0.2634687,0.034416243,0.47864923,0.4157826,0.16583131,-0.30919772,-0.1738305,0.31201866,-0.048031546,-0.15971468,-0.21549441,0.06855196,-0.44329697,0.14833748,0.14165577,-0.08170117,-0.52050954,0.16422494,-0.047167342,0.0949475,-0.44325286
0.1592491,-0.3239131,0.23699933,0.1283055,-0.16856872,0.32015592,0.2774943,-0.4678206,0.084363125,0.14130044,0.49833944,0.103343606,-0.36624813,0.14097211,-0.36585662,-0.47518083,-0.49216682,0.5265192,0.025604172,0.3491139,0.01902297,0.45502055,-0.14176822,0.22070959,-0.4805684,-0.16531375,-0.4634838,-0.19055027,-0.091360494,-0.13888897,-0.34375653,-0.38716853,0.014683773,0.23470578,0.29123187,0.4028739,-0.0071832985,-0.48029834,-0.28122783,0.18436037,-0.57556194,0.05717459,-0.27593607,0.1664953,0.14886934,0.23197354,-0.19945498,0.08783494,-0.08351109,-0.22781107,0.29027754,0.34887996,-0.020746848,-0.2508835,-0.52084213,-0.2459204,-0.056234628,-0.39638898,0.3545442,-0.2849869,0.22711682,0.32138276,-0.24513267,0.060190555,0.13500597,0.39815775,0.2297248,0.11319583,0.48795894,0.24139605,-0.033045337
-0.35247794,-0.098702125,-0.2112064,-0.17376235,0.25841194,0.43776295,0.049518343,-0.06924578,-0.28036824,0.06295587,-0.2596491,0.29863742,-0.28532574,-0.36735925,-0.024121044,-0.4591096,0.32954434,-0.32114053,0.412623,0.37081447,-0.032677308,0.48932534,-0.36963573,0.033969678,-0.30559337,-0.337527,-0.22562185,-0.15389742,0.2572319,0.36833605,-0.56832284,-0.14796712,-0.4687355,0.47662938,-0.2344259,0.16752766,0.24547143,-0.22004488,-0.29584765,0.27634695,0.26744553,-0.20004696,-0.20250462,0.011499178,-0.2589469,0.4168757,-0.14053775,0.028316587,0.17573185,-0.09200574,0.18421073,0.18295376,-0.48514086,0.21498674,-0.26865467,-0.2146372,-0.36529547,0.14911963,0.1702785,0.53906256,-0.3921279,0.5192495,0.27893242,0.46037856,-0.3592469,0.47497326,0.11976263,-0.12059167,-0.37152407,-0.1529668,-0.046126083
0.35027897,-0.09616959,0.04359209,-0.03494038,0.1340156,0.4109198,0.5957121,0.12948216,-0.07889469,0.37076646,0.12463369,-0.06141065,-0.16179287,0.02266044,-0.053814024,0.104209654,0.5033954,-0.32726568,-0.050187565,-0.459124,-0.16510405,-0.13308825,-0.13065892,-0.03907525,-0.3347005,-0.14203516,0.2445043,0.35297453,0.16681926,0.09327844,0.53843975,-0.22782584,-0.2996087,-0.084817775,0.5757229,0.48245767,0.07608444,-0.037232745,0.48099247,0.016829731,0.53515327,0.37290084,0.20136778,-0.29394817,-0.5596541,-0.48285624,0.041620977,-0.052344933,0.120927386,-0.04248817,-0.1258776,-0.081991695,-0.26429656,0.054521676,0.31106517,0.039990358,-0.50067055,-0.41376856,0.22562101,-0.06735343,0.356295,-0.28121817,-0.03019177,-0.06333868,0.065969594,-0.27742082,0.23730636,-0.5594517,0.44890022,-0.2109232,0.030849162
0.14800093,0.09658916,-0.044621553,-0.28267804,0.3132563,-0.32476553,0.173104,-0.123260655,-0.42408293,0.04023387,-0.053497083,-0.43534136,0.2008035,0.03758921,-0.5072868,0.10916417,0.1689765,0.5180544,0.38977352,0.05703312,-0.3864672,-0.39499322,-0.14071944,0.038227156,-0.25864252,0.3791389,0.05114242,0.15431961,0.18184417,-0.038904507,0.23500438,-0.20249486,0.009187744,0.034661412,-0.16756557,-0.09222629,-0.13170388,-0.32883814,0.06538344,0.06705698,0.31068552,0.48576483,-0.07184568,0.25619492,-0.04389737,-0.45176792,0.005534348,0.6188911,-0.3723266,-0.052257605,-0.14744213,-0.053580835,0.48335534,-0.23943286,0.21376663,0.30873904,-0.026206689,-0.028934192,0.05283454,0.3031798,0.17886561,-0.13253857,-0.276344,-0.11545436,-0.033585284,-0.096453294,0.27590054,-0.1931188,0.36108822,-0.44691205,0.15609863
-0.12030396,-0.2995105,0.2687937,0.0029712927,0.35389182,-0.510945,-0.48216715,-0.11780595,-0.076873146,0.15774487,0.23383075,-0.3495257,-0.30205092,0.3523763,0.48378286,0.16642971,-0.20027365,0.27557307,-0.15090859,0.0840179,0.06176414,0.22409031,0.33232564,0.20922858,0.6818022,0.49973583,-0.46890667,0.40228698,-0.17803799,-0.11881013,0.12042484,-0.3689653,0.44843206,-0.5027694,0.56407744,0.23555966,0.39822,0.36916232,0.04406853,-0.23301488,-0.105437264,0.4432203,0.18682963,0.39751008,0.5492362,0.36586064,0.013389217,-0.03019768,-0.08405,0.047623932,-0.06823822,0.044928357,0.48765174,-0.3609568,0.17997916,0.03562266,-0.41286126,0.03254859,0.2442835,-0.4857748,0.35847706,-0.23951517,0.14200251,0.39804995,0.04586097,-0.2602371,0.3140616,-0.2630848,0.32966784,-0.3331457,0.1860754
-0.5151127,-0.3196152,0.04414586,0.24702924,-0.49199024,-0.1966049,-0.2662352,0.44230673,-0.07658254,-0.4297822,0.2816731,0.25848818,-0.10575161,0.092349544,-0.50588727,0.06042061,0.46343732,-0.4869204,-0.45994645,0.35057902,-0.08249897,0.15159352,-0.48491523,-0.19495136,0.07622058,-0.4553351,-0.05142586,0.51286745,-0.44345933,-0.13689269,0.35757372,0.16964205,0.22850668,0.16794169,0.2491316,-0.24271162,0.18639527,0.10744537,0.109113485,-0.3700121,0.37105128,0.449105,0.14608441,-0.31553492,0.21066163,0.23740503,0.18708326,0.3252316,-0.3287407,0.29459092,0.18598881,0.1934754,-0.24192293,-0.50134724,-0.3048674,-0.033213392,0.12955913,-0.03237029,0.426691,0.10758177,0.44131207,0.047358498,0.29773235,0.40763736,-0.040373463,-0.08224201,-0.45065263,-0.5721094,0.15134546,-0.33818987,0.14041147
0.48079738,-0.23710378,-0.39148155,0.16221324,0.3630395,0.12805001,0.12705442,0.39955816,0.013552919,0.12498084,0.34011385,-0.30297178,0.003381575,-0.015207238,0.26156297,-0.3033887,-0.30663288,-0.40745372,0.59708476,0.4724913,0.19124639,-0.4387731,-0.36725688,-0.16078171,-0.6359879,-0.06231644,0.062113136,0.5081995,0.06225019,0.045664817,0.26444367,0.15166755,-0.36771476,-0.123860344,-0.25243622,-0.04889611,-0.5031336,0.4915418,-0.2619948,-0.06180643,0.10508865,-0.28762037,-0.08275538,0.064056545,0.20535082,0.048318822,-0.077547066,0.03990201,-0.009912328,0.25505927,-0.08287197,0.13936464,0.35964012,-0.055578344,-0.41671517,0.27861038,-0.5187262,-0.025294961,-0.46122986,0.41125968,-0.2664592,-0.1834304,0.5270266,0.032261323,-0.037102364,-0.1970035,0.26553714,0.07688528,0.319023,0.044905294,0.14792587
-0.08452851,0.34215388,0.5472415,0.117447935,-0.38273665,-0.006014842,0.24551651,0.21311322,-0.37783825,-0.57234424,-0.16930889,0.13636796,-0.3118413,0.2538611,0.4053932,0.29625624,0.24448003,0.25073275,0.10379629,0.00029152865,-0.39363733,-0.12356955,-0.3809411,-0.5248098,0.31997287,0.28236195,-0.24143715,-0.27135855,-0.05435865,-0.21904686,0.25446522,0.680683,-0.22335345,0.10754054,-0.20761138,-0.051336296,0.37469718,-0.4640237,-0.07406085,0.07680069,0.1075751,0.5225727,0.40513018,0.30928048,-0.35082075,0.2729333,0.029632345,0.038125362,-0.09576247,-0.24952205,0.2015251,-0.043687385,-0.0015501154,0.053513464,-0.36654449,-0.037442505,0.4708186,-0.18744552,-0.22248702,-0.061313942,0.37938842,0.6416794,-0.03336509,0.44258276,0.41378948,-0.0711048,-0.21650109,0.5609304,-0.45178422,0.36710426,-0.26327583
-0.31466275,-0.30139053,-0.42547518,-0.4343976,-0.034510992,-0.26994276,0.049722094,0.5270107,-0.3058834,-0.030974036,-0.34601176,0.19534649,0.28272617,0.29438603,0.37644818,0.32074448,-0.33407515,-0.22296226,0.37836576,0.1407241,-0.3319114,-0.1233254,-0.42840752,0.65349233,0.07827479,0.1537279,-0.1790891,0.07185742,0.4965655,0.07338047,0.17678824,0.14711583,-0.08021226,0.050291516,0.28428632,-0.501507,0.432828,0.17397338,-0.32999897,-0.4149717,0.4430148,-0.29607755,-0.5391238,-0.13007732,0.32891485,0.47285894,-0.22882015,0.17420577,-0.41923425,0.39414424,0.6726299,-0.039146382,-0.50555044,-0.14395499,0.3900799,0.22042392,-0.021061223,-0.10415029,-0.1699629,0.12651072,0.42108944,-0.39606255,0.15143348,-0.091961384,0.2942135,-0.47830272,-0.37998548,-0.5416063,0.56747645,0.4643965,0.13704287
